Year,Event,Driver,Team,LapNumber,Stint,TyreLife,Compound,LapTime,Position,TrackTemp,AirTemp,FuelEstimate
2024,Azerbaijan Grand Prix,NOR,McLaren,35,1,35,HARD,107.667,5,44.3,26.7,48.8
2024,Azerbaijan Grand Prix,NOR,McLaren,39,2,2,MEDIUM,105.662,7,44.3,26.7,41.6
2024,Azerbaijan Grand Prix,NOR,McLaren,40,2,3,MEDIUM,105.842,7,44.3,26.7,39.8
2024,Azerbaijan Grand Prix,NOR,McLaren,41,2,4,MEDIUM,106.104,7,44.3,26.7,38
2024,Azerbaijan Grand Prix,NOR,McLaren,42,2,5,MEDIUM,105.255,7,44.3,26.7,36.2
2024,Azerbaijan Grand Prix,NOR,McLaren,43,2,6,MEDIUM,105.432,7,44.3,26.7,34.4
2024,Azerbaijan Grand Prix,NOR,McLaren,44,2,7,MEDIUM,105.591,7,44.3,26.7,32.6
2024,Azerbaijan Grand Prix,NOR,McLaren,45,2,8,MEDIUM,105.863,7,44.3,26.7,30.8
2024,Azerbaijan Grand Prix,NOR,McLaren,46,2,9,MEDIUM,105.886,7,44.3,26.7,29
2024,Azerbaijan Grand Prix,NOR,McLaren,47,2,10,MEDIUM,106.051,7,44.3,26.7,27.2
2024,Azerbaijan Grand Prix,NOR,McLaren,48,2,11,MEDIUM,106.143,7,44.3,26.7,25.4
2024,Azerbaijan Grand Prix,NOR,McLaren,49,2,12,MEDIUM,105.626,6,44.3,26.7,23.6
2024,Azerbaijan Grand Prix,COL,Williams,2,1,2,MEDIUM,110.41,8,44.3,26.7,108.2
2024,Azerbaijan Grand Prix,COL,Williams,3,1,3,MEDIUM,110.414,8,44.3,26.7,106.4
2024,Azerbaijan Grand Prix,COL,Williams,4,1,4,MEDIUM,109.916,8,44.3,26.7,104.6
2024,Azerbaijan Grand Prix,COL,Williams,5,1,5,MEDIUM,110.137,8,44.3,26.7,102.8
2024,Azerbaijan Grand Prix,COL,Williams,6,1,6,MEDIUM,109.722,8,44.3,26.7,101
2024,Azerbaijan Grand Prix,COL,Williams,7,1,7,MEDIUM,109.483,8,44.3,26.7,99.2
2024,Azerbaijan Grand Prix,COL,Williams,8,1,8,MEDIUM,109.302,8,44.3,26.7,97.4
2024,Azerbaijan Grand Prix,COL,Williams,9,1,9,MEDIUM,109.403,8,44.3,26.7,95.6
2024,Azerbaijan Grand Prix,COL,Williams,12,2,2,HARD,109.173,15,44.3,26.7,90.2
2024,Azerbaijan Grand Prix,COL,Williams,13,2,3,HARD,109.417,14,44.3,26.7,88.4
2024,Azerbaijan Grand Prix,COL,Williams,14,2,4,HARD,109.367,14,44.3,26.7,86.6
2024,Azerbaijan Grand Prix,COL,Williams,15,2,5,HARD,109.339,13,44.3,26.7,84.8
2024,Azerbaijan Grand Prix,COL,Williams,16,2,6,HARD,109.745,11,44.3,26.7,83
2024,Azerbaijan Grand Prix,COL,Williams,17,2,7,HARD,109.243,11,44.3,26.7,81.2
2024,Azerbaijan Grand Prix,COL,Williams,18,2,8,HARD,109.258,11,44.3,26.7,79.4
2024,Azerbaijan Grand Prix,COL,Williams,19,2,9,HARD,109.1,10,44.3,26.7,77.6
2024,Azerbaijan Grand Prix,COL,Williams,20,2,10,HARD,109.028,10,44.3,26.7,75.8
2024,Azerbaijan Grand Prix,COL,Williams,21,2,11,HARD,109.237,10,44.3,26.7,74
2024,Azerbaijan Grand Prix,COL,Williams,22,2,12,HARD,108.851,10,44.3,26.7,72.2
2024,Azerbaijan Grand Prix,COL,Williams,23,2,13,HARD,109.008,10,44.3,26.7,70.4
2024,Azerbaijan Grand Prix,COL,Williams,24,2,14,HARD,108.745,10,44.3,26.7,68.6
2024,Azerbaijan Grand Prix,COL,Williams,25,2,15,HARD,108.92,10,44.3,26.7,66.8
2024,Azerbaijan Grand Prix,COL,Williams,26,2,16,HARD,109.148,10,44.3,26.7,65
2024,Azerbaijan Grand Prix,COL,Williams,27,2,17,HARD,108.98,10,44.3,26.7,63.2
2024,Azerbaijan Grand Prix,COL,Williams,28,2,18,HARD,109.258,10,44.3,26.7,61.4
2024,Azerbaijan Grand Prix,COL,Williams,29,2,19,HARD,108.924,10,44.3,26.7,59.6
2024,Azerbaijan Grand Prix,COL,Williams,30,2,20,HARD,108.987,10,44.3,26.7,57.8
2024,Azerbaijan Grand Prix,COL,Williams,31,2,21,HARD,108.951,10,44.3,26.7,56
2024,Azerbaijan Grand Prix,COL,Williams,32,2,22,HARD,108.85,9,44.3,26.7,54.2
2024,Azerbaijan Grand Prix,COL,Williams,33,2,23,HARD,109.367,9,44.3,26.7,52.4
2024,Azerbaijan Grand Prix,COL,Williams,34,2,24,HARD,109.161,9,44.3,26.7,50.6
2024,Azerbaijan Grand Prix,COL,Williams,35,2,25,HARD,109.737,10,44.3,26.7,48.8
2024,Azerbaijan Grand Prix,COL,Williams,37,2,27,HARD,110.229,11,44.3,26.7,45.2
2024,Azerbaijan Grand Prix,COL,Williams,38,2,28,HARD,109.52,11,44.3,26.7,43.4
2024,Azerbaijan Grand Prix,COL,Williams,39,2,29,HARD,109.034,11,44.3,26.7,41.6
2024,Azerbaijan Grand Prix,COL,Williams,40,2,30,HARD,108.416,11,44.3,26.7,39.8
2024,Azerbaijan Grand Prix,COL,Williams,41,2,31,HARD,108.416,11,44.3,26.7,38
2024,Azerbaijan Grand Prix,COL,Williams,42,2,32,HARD,107.833,11,44.3,26.7,36.2
2024,Azerbaijan Grand Prix,COL,Williams,43,2,33,HARD,107.476,11,44.3,26.7,34.4
2024,Azerbaijan Grand Prix,COL,Williams,44,2,34,HARD,107.274,11,44.3,26.7,32.6
2024,Azerbaijan Grand Prix,COL,Williams,45,2,35,HARD,107.454,11,44.3,26.7,30.8
2024,Azerbaijan Grand Prix,COL,Williams,46,2,36,HARD,107.5,11,44.3,26.7,29
2024,Azerbaijan Grand Prix,COL,Williams,47,2,37,HARD,107.741,11,44.3,26.7,27.2
2024,Azerbaijan Grand Prix,COL,Williams,48,2,38,HARD,107.369,11,44.3,26.7,25.4
2024,Azerbaijan Grand Prix,HAM,Mercedes,2,1,2,MEDIUM,112.922,16,44.3,26.7,108.2
2024,Azerbaijan Grand Prix,HAM,Mercedes,3,1,3,MEDIUM,110.97,16,44.3,26.7,106.4
2024,Azerbaijan Grand Prix,HAM,Mercedes,4,1,4,MEDIUM,110.351,15,44.3,26.7,104.6
2024,Azerbaijan Grand Prix,HAM,Mercedes,5,1,5,MEDIUM,110.358,15,44.3,26.7,102.8
2024,Azerbaijan Grand Prix,HAM,Mercedes,6,1,6,MEDIUM,109.791,15,44.3,26.7,101
2024,Azerbaijan Grand Prix,HAM,Mercedes,7,1,7,MEDIUM,109.399,15,44.3,26.7,99.2
2024,Azerbaijan Grand Prix,HAM,Mercedes,8,1,8,MEDIUM,109.59,15,44.3,26.7,97.4
2024,Azerbaijan Grand Prix,HAM,Mercedes,9,1,9,MEDIUM,109.698,15,44.3,26.7,95.6
2024,Azerbaijan Grand Prix,HAM,Mercedes,10,1,10,MEDIUM,109.993,15,44.3,26.7,93.8
2024,Azerbaijan Grand Prix,HAM,Mercedes,11,1,11,MEDIUM,110.712,14,44.3,26.7,92
2024,Azerbaijan Grand Prix,HAM,Mercedes,14,2,2,HARD,108.984,18,44.3,26.7,86.6
2024,Azerbaijan Grand Prix,HAM,Mercedes,15,2,3,HARD,108.754,17,44.3,26.7,84.8
2024,Azerbaijan Grand Prix,HAM,Mercedes,16,2,4,HARD,108.527,17,44.3,26.7,83
2024,Azerbaijan Grand Prix,HAM,Mercedes,17,2,5,HARD,109.487,16,44.3,26.7,81.2
2024,Azerbaijan Grand Prix,HAM,Mercedes,18,2,6,HARD,108.632,15,44.3,26.7,79.4
2024,Azerbaijan Grand Prix,HAM,Mercedes,19,2,7,HARD,108.563,15,44.3,26.7,77.6
2024,Azerbaijan Grand Prix,HAM,Mercedes,20,2,8,HARD,108.495,15,44.3,26.7,75.8
2024,Azerbaijan Grand Prix,HAM,Mercedes,21,2,9,HARD,109.616,15,44.3,26.7,74
2024,Azerbaijan Grand Prix,HAM,Mercedes,22,2,10,HARD,110.666,14,44.3,26.7,72.2
2024,Azerbaijan Grand Prix,HAM,Mercedes,23,2,11,HARD,108.588,14,44.3,26.7,70.4
2024,Azerbaijan Grand Prix,HAM,Mercedes,24,2,12,HARD,108.433,14,44.3,26.7,68.6
2024,Azerbaijan Grand Prix,HAM,Mercedes,25,2,13,HARD,108.29,14,44.3,26.7,66.8
2024,Azerbaijan Grand Prix,HAM,Mercedes,26,2,14,HARD,107.828,14,44.3,26.7,65
2024,Azerbaijan Grand Prix,HAM,Mercedes,27,2,15,HARD,107.898,14,44.3,26.7,63.2
2024,Azerbaijan Grand Prix,HAM,Mercedes,28,2,16,HARD,108.045,14,44.3,26.7,61.4
2024,Azerbaijan Grand Prix,HAM,Mercedes,29,2,17,HARD,107.777,14,44.3,26.7,59.6
2024,Azerbaijan Grand Prix,HAM,Mercedes,30,2,18,HARD,108.494,13,44.3,26.7,57.8
2024,Azerbaijan Grand Prix,HAM,Mercedes,31,2,19,HARD,108.128,13,44.3,26.7,56
2024,Azerbaijan Grand Prix,HAM,Mercedes,32,2,20,HARD,107.867,13,44.3,26.7,54.2
2024,Azerbaijan Grand Prix,HAM,Mercedes,33,2,21,HARD,107.33,13,44.3,26.7,52.4
2024,Azerbaijan Grand Prix,HAM,Mercedes,34,2,22,HARD,109.101,13,44.3,26.7,50.6
2024,Azerbaijan Grand Prix,HAM,Mercedes,35,2,23,HARD,107.998,13,44.3,26.7,48.8
2024,Azerbaijan Grand Prix,HAM,Mercedes,37,2,25,HARD,110.671,13,44.3,26.7,45.2
2024,Azerbaijan Grand Prix,HAM,Mercedes,38,2,26,HARD,109.22,13,44.3,26.7,43.4
2024,Azerbaijan Grand Prix,HAM,Mercedes,39,2,27,HARD,109.264,13,44.3,26.7,41.6
2024,Azerbaijan Grand Prix,HAM,Mercedes,40,2,28,HARD,108.576,13,44.3,26.7,39.8
2024,Azerbaijan Grand Prix,HAM,Mercedes,41,2,29,HARD,108.492,12,44.3,26.7,38
2024,Azerbaijan Grand Prix,HAM,Mercedes,42,2,30,HARD,107.3,12,44.3,26.7,36.2
2024,Azerbaijan Grand Prix,HAM,Mercedes,43,2,31,HARD,107.679,12,44.3,26.7,34.4
2024,Azerbaijan Grand Prix,HAM,Mercedes,44,2,32,HARD,108.135,12,44.3,26.7,32.6
2024,Azerbaijan Grand Prix,HAM,Mercedes,45,2,33,HARD,107.629,12,44.3,26.7,30.8
2024,Azerbaijan Grand Prix,HAM,Mercedes,46,2,34,HARD,107.667,12,44.3,26.7,29
2024,Azerbaijan Grand Prix,HAM,Mercedes,47,2,35,HARD,107.3,12,44.3,26.7,27.2
2024,Azerbaijan Grand Prix,HAM,Mercedes,48,2,36,HARD,107.236,12,44.3,26.7,25.4
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,2,1,2,MEDIUM,110.738,10,44.3,26.7,108.2
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,3,1,3,MEDIUM,110.677,10,44.3,26.7,106.4
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,4,1,4,MEDIUM,110.282,10,44.3,26.7,104.6
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,5,1,5,MEDIUM,110.51,10,44.3,26.7,102.8
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,6,1,6,MEDIUM,110.991,10,44.3,26.7,101
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,7,1,7,MEDIUM,110.084,10,44.3,26.7,99.2
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,8,1,8,MEDIUM,111.194,11,44.3,26.7,97.4
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,9,1,9,MEDIUM,109.877,11,44.3,26.7,95.6
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,10,1,10,MEDIUM,111.117,12,44.3,26.7,93.8
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,11,1,11,MEDIUM,110.119,11,44.3,26.7,92
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,12,1,12,MEDIUM,110.055,10,44.3,26.7,90.2
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,13,1,13,MEDIUM,110.193,8,44.3,26.7,88.4
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,16,2,2,HARD,110.038,15,44.3,26.7,83
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,17,2,3,HARD,109.571,14,44.3,26.7,81.2
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,18,2,4,HARD,108.714,14,44.3,26.7,79.4
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,19,2,5,HARD,108.457,14,44.3,26.7,77.6
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,20,2,6,HARD,108.769,14,44.3,26.7,75.8
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,21,2,7,HARD,108.487,14,44.3,26.7,74
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,22,2,8,HARD,109.905,13,44.3,26.7,72.2
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,23,2,9,HARD,108.487,13,44.3,26.7,70.4
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,24,2,10,HARD,108.214,13,44.3,26.7,68.6
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,25,2,11,HARD,108.113,13,44.3,26.7,66.8
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,26,2,12,HARD,108.305,13,44.3,26.7,65
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,27,2,13,HARD,108.004,13,44.3,26.7,63.2
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,28,2,14,HARD,108.312,13,44.3,26.7,61.4
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,29,2,15,HARD,108.703,13,44.3,26.7,59.6
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,30,2,16,HARD,108.046,12,44.3,26.7,57.8
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,31,2,17,HARD,107.552,12,44.3,26.7,56
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,32,2,18,HARD,108.147,12,44.3,26.7,54.2
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,33,2,19,HARD,108.578,12,44.3,26.7,52.4
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,34,2,20,HARD,108.342,12,44.3,26.7,50.6
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,35,2,21,HARD,108.655,12,44.3,26.7,48.8
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,37,2,23,HARD,110.561,12,44.3,26.7,45.2
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,38,2,24,HARD,109.56,12,44.3,26.7,43.4
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,39,2,25,HARD,108.85,12,44.3,26.7,41.6
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,40,2,26,HARD,109.166,12,44.3,26.7,39.8
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,41,2,27,HARD,110.629,13,44.3,26.7,38
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,42,2,28,HARD,107.883,13,44.3,26.7,36.2
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,43,2,29,HARD,107.681,13,44.3,26.7,34.4
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,44,2,30,HARD,107.345,13,44.3,26.7,32.6
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,45,2,31,HARD,107.68,13,44.3,26.7,30.8
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,46,2,32,HARD,107.281,13,44.3,26.7,29
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,47,2,33,HARD,107.048,13,44.3,26.7,27.2
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,48,2,34,HARD,107.369,13,44.3,26.7,25.4
2024,Azerbaijan Grand Prix,SAI,Ferrari,2,1,2,MEDIUM,109.12,4,44.3,26.7,108.2
2024,Azerbaijan Grand Prix,SAI,Ferrari,3,1,3,MEDIUM,109.375,4,44.3,26.7,106.4
2024,Azerbaijan Grand Prix,SAI,Ferrari,4,1,4,MEDIUM,109.167,4,44.3,26.7,104.6
2024,Azerbaijan Grand Prix,SAI,Ferrari,5,1,5,MEDIUM,109.039,4,44.3,26.7,102.8
2024,Azerbaijan Grand Prix,SAI,Ferrari,6,1,6,MEDIUM,108.826,4,44.3,26.7,101
2024,Azerbaijan Grand Prix,SAI,Ferrari,7,1,7,MEDIUM,108.596,4,44.3,26.7,99.2
2024,Azerbaijan Grand Prix,SAI,Ferrari,8,1,8,MEDIUM,108.482,4,44.3,26.7,97.4
2024,Azerbaijan Grand Prix,SAI,Ferrari,9,1,9,MEDIUM,108.154,4,44.3,26.7,95.6
2024,Azerbaijan Grand Prix,SAI,Ferrari,10,1,10,MEDIUM,108.389,4,44.3,26.7,93.8
2024,Azerbaijan Grand Prix,SAI,Ferrari,11,1,11,MEDIUM,108.77,4,44.3,26.7,92
2024,Azerbaijan Grand Prix,SAI,Ferrari,12,1,12,MEDIUM,109.348,4,44.3,26.7,90.2
2024,Azerbaijan Grand Prix,SAI,Ferrari,13,1,13,MEDIUM,108.594,3,44.3,26.7,88.4
2024,Azerbaijan Grand Prix,SAI,Ferrari,14,1,14,MEDIUM,108.672,3,44.3,26.7,86.6
2024,Azerbaijan Grand Prix,SAI,Ferrari,15,1,15,MEDIUM,109.316,2,44.3,26.7,84.8
2024,Azerbaijan Grand Prix,SAI,Ferrari,16,1,16,MEDIUM,109.36,2,44.3,26.7,83
2024,Azerbaijan Grand Prix,SAI,Ferrari,19,2,2,HARD,107.939,6,44.3,26.7,77.6
2024,Azerbaijan Grand Prix,SAI,Ferrari,20,2,3,HARD,108.091,6,44.3,26.7,75.8
2024,Azerbaijan Grand Prix,SAI,Ferrari,21,2,4,HARD,107.879,6,44.3,26.7,74
2024,Azerbaijan Grand Prix,SAI,Ferrari,22,2,5,HARD,108.582,6,44.3,26.7,72.2
2024,Azerbaijan Grand Prix,SAI,Ferrari,23,2,6,HARD,108.331,5,44.3,26.7,70.4
2024,Azerbaijan Grand Prix,SAI,Ferrari,24,2,7,HARD,108.474,4,44.3,26.7,68.6
2024,Azerbaijan Grand Prix,SAI,Ferrari,25,2,8,HARD,107.746,4,44.3,26.7,66.8
2024,Azerbaijan Grand Prix,SAI,Ferrari,26,2,9,HARD,107.593,4,44.3,26.7,65
2024,Azerbaijan Grand Prix,SAI,Ferrari,27,2,10,HARD,107.325,4,44.3,26.7,63.2
2024,Azerbaijan Grand Prix,SAI,Ferrari,28,2,11,HARD,107.072,4,44.3,26.7,61.4
2024,Azerbaijan Grand Prix,SAI,Ferrari,29,2,12,HARD,107.448,4,44.3,26.7,59.6
2024,Azerbaijan Grand Prix,SAI,Ferrari,30,2,13,HARD,107.826,4,44.3,26.7,57.8
2024,Azerbaijan Grand Prix,SAI,Ferrari,31,2,14,HARD,107.388,4,44.3,26.7,56
2024,Azerbaijan Grand Prix,SAI,Ferrari,32,2,15,HARD,107.33,4,44.3,26.7,54.2
2024,Azerbaijan Grand Prix,SAI,Ferrari,33,2,16,HARD,107.205,4,44.3,26.7,52.4
2024,Azerbaijan Grand Prix,SAI,Ferrari,34,2,17,HARD,107.402,4,44.3,26.7,50.6
2024,Azerbaijan Grand Prix,SAI,Ferrari,35,2,18,HARD,107.31,4,44.3,26.7,48.8
2024,Azerbaijan Grand Prix,SAI,Ferrari,37,2,20,HARD,108.379,4,44.3,26.7,45.2
2024,Azerbaijan Grand Prix,SAI,Ferrari,38,2,21,HARD,107.116,4,44.3,26.7,43.4
2024,Azerbaijan Grand Prix,SAI,Ferrari,39,2,22,HARD,107.229,4,44.3,26.7,41.6
2024,Azerbaijan Grand Prix,SAI,Ferrari,40,2,23,HARD,106.964,4,44.3,26.7,39.8
2024,Azerbaijan Grand Prix,SAI,Ferrari,41,2,24,HARD,107.458,4,44.3,26.7,38
2024,Azerbaijan Grand Prix,SAI,Ferrari,42,2,25,HARD,106.928,4,44.3,26.7,36.2
2024,Azerbaijan Grand Prix,SAI,Ferrari,43,2,26,HARD,107.267,4,44.3,26.7,34.4
2024,Azerbaijan Grand Prix,SAI,Ferrari,44,2,27,HARD,107.081,4,44.3,26.7,32.6
2024,Azerbaijan Grand Prix,SAI,Ferrari,45,2,28,HARD,107.262,4,44.3,26.7,30.8
2024,Azerbaijan Grand Prix,SAI,Ferrari,46,2,29,HARD,106.866,4,44.3,26.7,29
2024,Azerbaijan Grand Prix,SAI,Ferrari,47,2,30,HARD,106.934,4,44.3,26.7,27.2
2024,Azerbaijan Grand Prix,SAI,Ferrari,48,2,31,HARD,108.117,4,44.3,26.7,25.4
2024,Azerbaijan Grand Prix,SAI,Ferrari,49,2,32,HARD,108.443,4,44.3,26.7,23.6
2024,Azerbaijan Grand Prix,RUS,Mercedes,2,1,2,MEDIUM,109.738,6,44.3,26.7,108.2
2024,Azerbaijan Grand Prix,RUS,Mercedes,3,1,3,MEDIUM,109.359,6,44.3,26.7,106.4
2024,Azerbaijan Grand Prix,RUS,Mercedes,4,1,4,MEDIUM,109.199,6,44.3,26.7,104.6
2024,Azerbaijan Grand Prix,RUS,Mercedes,5,1,5,MEDIUM,108.952,6,44.3,26.7,102.8
2024,Azerbaijan Grand Prix,RUS,Mercedes,6,1,6,MEDIUM,109.581,6,44.3,26.7,101
2024,Azerbaijan Grand Prix,RUS,Mercedes,7,1,7,MEDIUM,109.315,6,44.3,26.7,99.2
2024,Azerbaijan Grand Prix,RUS,Mercedes,8,1,8,MEDIUM,109.351,6,44.3,26.7,97.4
2024,Azerbaijan Grand Prix,RUS,Mercedes,9,1,9,MEDIUM,109.423,6,44.3,26.7,95.6
2024,Azerbaijan Grand Prix,RUS,Mercedes,10,1,10,MEDIUM,109.712,6,44.3,26.7,93.8
2024,Azerbaijan Grand Prix,RUS,Mercedes,11,1,11,MEDIUM,109.833,6,44.3,26.7,92
2024,Azerbaijan Grand Prix,RUS,Mercedes,14,2,2,HARD,109.818,10,44.3,26.7,86.6
2024,Azerbaijan Grand Prix,RUS,Mercedes,15,2,3,HARD,109.067,9,44.3,26.7,84.8
2024,Azerbaijan Grand Prix,RUS,Mercedes,16,2,4,HARD,108.606,8,44.3,26.7,83
2024,Azerbaijan Grand Prix,RUS,Mercedes,17,2,5,HARD,108.043,8,44.3,26.7,81.2
2024,Azerbaijan Grand Prix,RUS,Mercedes,18,2,6,HARD,108.224,8,44.3,26.7,79.4
2024,Azerbaijan Grand Prix,RUS,Mercedes,19,2,7,HARD,108.35,8,44.3,26.7,77.6
2024,Azerbaijan Grand Prix,RUS,Mercedes,20,2,8,HARD,108.387,8,44.3,26.7,75.8
2024,Azerbaijan Grand Prix,RUS,Mercedes,21,2,9,HARD,108.37,8,44.3,26.7,74
2024,Azerbaijan Grand Prix,RUS,Mercedes,22,2,10,HARD,108.198,8,44.3,26.7,72.2
2024,Azerbaijan Grand Prix,RUS,Mercedes,23,2,11,HARD,108.293,8,44.3,26.7,70.4
2024,Azerbaijan Grand Prix,RUS,Mercedes,24,2,12,HARD,107.988,8,44.3,26.7,68.6
2024,Azerbaijan Grand Prix,RUS,Mercedes,25,2,13,HARD,108.205,8,44.3,26.7,66.8
2024,Azerbaijan Grand Prix,RUS,Mercedes,26,2,14,HARD,108.326,8,44.3,26.7,65
2024,Azerbaijan Grand Prix,RUS,Mercedes,27,2,15,HARD,108.794,8,44.3,26.7,63.2
2024,Azerbaijan Grand Prix,RUS,Mercedes,28,2,16,HARD,108.217,8,44.3,26.7,61.4
2024,Azerbaijan Grand Prix,RUS,Mercedes,29,2,17,HARD,108.998,8,44.3,26.7,59.6
2024,Azerbaijan Grand Prix,RUS,Mercedes,30,2,18,HARD,108.967,8,44.3,26.7,57.8
2024,Azerbaijan Grand Prix,RUS,Mercedes,31,2,19,HARD,108.392,7,44.3,26.7,56
2024,Azerbaijan Grand Prix,RUS,Mercedes,32,2,20,HARD,109.052,7,44.3,26.7,54.2
2024,Azerbaijan Grand Prix,RUS,Mercedes,33,2,21,HARD,107.706,7,44.3,26.7,52.4
2024,Azerbaijan Grand Prix,RUS,Mercedes,34,2,22,HARD,107.443,6,44.3,26.7,50.6
2024,Azerbaijan Grand Prix,RUS,Mercedes,35,2,23,HARD,107.702,6,44.3,26.7,48.8
2024,Azerbaijan Grand Prix,RUS,Mercedes,37,2,25,HARD,107.809,5,44.3,26.7,45.2
2024,Azerbaijan Grand Prix,RUS,Mercedes,38,2,26,HARD,107.649,5,44.3,26.7,43.4
2024,Azerbaijan Grand Prix,RUS,Mercedes,39,2,27,HARD,107.138,5,44.3,26.7,41.6
2024,Azerbaijan Grand Prix,RUS,Mercedes,40,2,28,HARD,107,5,44.3,26.7,39.8
2024,Azerbaijan Grand Prix,RUS,Mercedes,41,2,29,HARD,106.852,5,44.3,26.7,38
2024,Azerbaijan Grand Prix,RUS,Mercedes,42,2,30,HARD,106.846,5,44.3,26.7,36.2
2024,Azerbaijan Grand Prix,RUS,Mercedes,43,2,31,HARD,106.727,5,44.3,26.7,34.4
2024,Azerbaijan Grand Prix,RUS,Mercedes,44,2,32,HARD,106.707,5,44.3,26.7,32.6
2024,Azerbaijan Grand Prix,RUS,Mercedes,45,2,33,HARD,106.628,5,44.3,26.7,30.8
2024,Azerbaijan Grand Prix,RUS,Mercedes,46,2,34,HARD,106.727,5,44.3,26.7,29
2024,Azerbaijan Grand Prix,RUS,Mercedes,47,2,35,HARD,106.664,5,44.3,26.7,27.2
2024,Azerbaijan Grand Prix,RUS,Mercedes,48,2,36,HARD,107.016,5,44.3,26.7,25.4
2024,Azerbaijan Grand Prix,RUS,Mercedes,49,2,37,HARD,106.707,5,44.3,26.7,23.6
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,2,1,3,MEDIUM,114.291,17,44.3,26.7,108.2
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,3,1,4,MEDIUM,112.71,17,44.3,26.7,106.4
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,4,1,5,MEDIUM,111.585,17,44.3,26.7,104.6
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,5,1,6,MEDIUM,113.313,17,44.3,26.7,102.8
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,6,1,7,MEDIUM,111.039,17,44.3,26.7,101
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,7,1,8,MEDIUM,111.374,17,44.3,26.7,99.2
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,8,1,9,MEDIUM,111.315,17,44.3,26.7,97.4
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,9,1,10,MEDIUM,111.467,17,44.3,26.7,95.6
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,10,1,11,MEDIUM,112.685,19,44.3,26.7,93.8
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,13,2,3,HARD,109.999,19,44.3,26.7,88.4
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,14,2,4,HARD,110.005,19,44.3,26.7,86.6
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,15,2,5,HARD,109.708,19,44.3,26.7,84.8
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,16,2,6,HARD,109.744,19,44.3,26.7,83
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,17,2,7,HARD,109.792,19,44.3,26.7,81.2
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,18,2,8,HARD,109.718,19,44.3,26.7,79.4
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,19,2,9,HARD,109.911,19,44.3,26.7,77.6
