Year,Event,Driver,Team,LapNumber,Stint,TyreLife,Compound,LapTime,Position,TrackTemp,AirTemp,FuelEstimate,RowID,NormalizedLap
2025,Austrian Grand Prix,PIA,McLaren,56,3,3,MEDIUM,68.283,2,49.2,30.3,11,1140,0.358999999999995
2025,Austrian Grand Prix,PIA,McLaren,57,3,4,MEDIUM,68.739,2,49.2,30.3,9.2,1141,0.814999999999998
2025,Austrian Grand Prix,PIA,McLaren,58,3,5,MEDIUM,68.157,2,49.2,30.3,7.4,1142,0.23299999999999
2025,Austrian Grand Prix,PIA,McLaren,59,3,6,MEDIUM,67.924,2,49.2,30.3,5.6,1143,0
2025,Austrian Grand Prix,PIA,McLaren,60,3,7,MEDIUM,68.085,2,49.2,30.3,3.8,1144,0.160999999999987
2025,Austrian Grand Prix,PIA,McLaren,61,3,8,MEDIUM,68.162,2,49.2,30.3,2,1145,0.238
2025,Austrian Grand Prix,PIA,McLaren,62,3,9,MEDIUM,68.372,2,49.2,30.3,0.2,1146,0.447999999999993
2025,Austrian Grand Prix,PIA,McLaren,63,3,10,MEDIUM,68.903,2,49.2,30.3,0,1147,0.978999999999999
2025,Austrian Grand Prix,PIA,McLaren,64,3,11,MEDIUM,68.952,2,49.2,30.3,0,1148,1.02799999999999
2025,Austrian Grand Prix,PIA,McLaren,65,3,12,MEDIUM,68.49,2,49.2,30.3,0,1149,0.565999999999988
2025,Austrian Grand Prix,PIA,McLaren,66,3,13,MEDIUM,69.037,2,49.2,30.3,0,1150,1.113
2025,Austrian Grand Prix,PIA,McLaren,67,3,14,MEDIUM,69.087,2,49.2,30.3,0,1151,1.163
2025,Austrian Grand Prix,PIA,McLaren,68,3,15,MEDIUM,69.273,2,49.2,30.3,0,1152,1.34899999999999
2025,Austrian Grand Prix,PIA,McLaren,69,3,16,MEDIUM,69.468,2,49.2,30.3,0,1153,1.544
2025,Austrian Grand Prix,PIA,McLaren,70,3,17,MEDIUM,70.782,2,49.2,30.3,0,1154,2.85799999999999
2025,Bahrain Grand Prix,PIA,McLaren,2,1,5,SOFT,97.492,1,31.9,27.1,108.2,1155,2.718
2025,Bahrain Grand Prix,PIA,McLaren,3,1,6,SOFT,98.083,1,31.9,27.1,106.4,1156,3.309
2025,Bahrain Grand Prix,PIA,McLaren,4,1,7,SOFT,98.133,1,31.9,27.1,104.6,1157,3.35899999999999
2025,Bahrain Grand Prix,PIA,McLaren,5,1,8,SOFT,98.043,1,31.9,27.1,102.8,1158,3.26900000000001
2025,Bahrain Grand Prix,PIA,McLaren,6,1,9,SOFT,98.363,1,31.9,27.1,101,1159,3.589
2025,Bahrain Grand Prix,PIA,McLaren,7,1,10,SOFT,98.498,1,31.9,27.1,99.2,1160,3.724
2025,Bahrain Grand Prix,PIA,McLaren,8,1,11,SOFT,98.567,1,31.9,27.1,97.4,1161,3.79299999999999
2025,Bahrain Grand Prix,PIA,McLaren,9,1,12,SOFT,98.8,1,31.9,27.1,95.6,1162,4.026
2025,Bahrain Grand Prix,PIA,McLaren,10,1,13,SOFT,98.549,1,31.9,27.1,93.8,1163,3.77500000000001
2025,Bahrain Grand Prix,PIA,McLaren,11,1,14,SOFT,98.681,1,31.9,27.1,92,1164,3.907
2025,Bahrain Grand Prix,PIA,McLaren,12,1,15,SOFT,99.028,1,31.9,27.1,90.2,1165,4.254
2025,Bahrain Grand Prix,PIA,McLaren,17,2,3,MEDIUM,97.733,3,31.9,27.1,81.2,1166,2.959
2025,Bahrain Grand Prix,PIA,McLaren,18,2,4,MEDIUM,97.688,1,31.9,27.1,79.4,1167,2.914
2025,Bahrain Grand Prix,PIA,McLaren,19,2,5,MEDIUM,97.891,1,31.9,27.1,77.6,1168,3.117
2025,Bahrain Grand Prix,PIA,McLaren,20,2,6,MEDIUM,97.504,1,31.9,27.1,75.8,1169,2.73
2025,Bahrain Grand Prix,PIA,McLaren,21,2,7,MEDIUM,97.712,1,31.9,27.1,74,1170,2.938
2025,Bahrain Grand Prix,PIA,McLaren,22,2,8,MEDIUM,97.142,1,31.9,27.1,72.2,1171,2.36799999999999
2025,Bahrain Grand Prix,PIA,McLaren,23,2,9,MEDIUM,97.933,1,31.9,27.1,70.4,1172,3.15900000000001
2025,Bahrain Grand Prix,PIA,McLaren,24,2,10,MEDIUM,97.634,1,31.9,27.1,68.6,1173,2.86
2025,Bahrain Grand Prix,PIA,McLaren,25,2,11,MEDIUM,97.811,1,31.9,27.1,66.8,1174,3.03700000000001
2025,Bahrain Grand Prix,PIA,McLaren,26,2,12,MEDIUM,97.39,1,31.9,27.1,65,1175,2.616
2025,Bahrain Grand Prix,PIA,McLaren,27,2,13,MEDIUM,97.579,1,31.9,27.1,63.2,1176,2.80499999999999
2025,Bahrain Grand Prix,PIA,McLaren,28,2,14,MEDIUM,97.693,1,31.9,27.1,61.4,1177,2.919
2025,Bahrain Grand Prix,PIA,McLaren,29,2,15,MEDIUM,97.677,1,31.9,27.1,59.6,1178,2.90300000000001
2025,Bahrain Grand Prix,PIA,McLaren,30,2,16,MEDIUM,97.811,1,31.9,27.1,57.8,1179,3.03700000000001
2025,Bahrain Grand Prix,PIA,McLaren,37,3,5,MEDIUM,95.375,1,31.9,27.1,45.2,1180,0.600999999999999
2025,Bahrain Grand Prix,PIA,McLaren,38,3,6,MEDIUM,95.997,1,31.9,27.1,43.4,1181,1.223
2025,Bahrain Grand Prix,PIA,McLaren,39,3,7,MEDIUM,96.174,1,31.9,27.1,41.6,1182,1.40000000000001
2025,Bahrain Grand Prix,PIA,McLaren,40,3,8,MEDIUM,96.36,1,31.9,27.1,39.8,1183,1.586
2025,Bahrain Grand Prix,PIA,McLaren,41,3,9,MEDIUM,96.326,1,31.9,27.1,38,1184,1.55199999999999
2025,Bahrain Grand Prix,PIA,McLaren,42,3,10,MEDIUM,96.249,1,31.9,27.1,36.2,1185,1.47499999999999
2025,Bahrain Grand Prix,PIA,McLaren,43,3,11,MEDIUM,96.118,1,31.9,27.1,34.4,1186,1.34399999999999
2025,Bahrain Grand Prix,PIA,McLaren,44,3,12,MEDIUM,96.289,1,31.9,27.1,32.6,1187,1.515
2025,Bahrain Grand Prix,PIA,McLaren,45,3,13,MEDIUM,96.035,1,31.9,27.1,30.8,1188,1.261
2025,Bahrain Grand Prix,PIA,McLaren,46,3,14,MEDIUM,95.898,1,31.9,27.1,29,1189,1.124
2025,Bahrain Grand Prix,PIA,McLaren,47,3,15,MEDIUM,96.09,1,31.9,27.1,27.2,1190,1.316
2025,Bahrain Grand Prix,PIA,McLaren,48,3,16,MEDIUM,96.357,1,31.9,27.1,25.4,1191,1.583
2025,Bahrain Grand Prix,PIA,McLaren,49,3,17,MEDIUM,96.815,1,31.9,27.1,23.6,1192,2.041
2025,Bahrain Grand Prix,PIA,McLaren,50,3,18,MEDIUM,96.263,1,31.9,27.1,21.8,1193,1.489
2025,Bahrain Grand Prix,PIA,McLaren,51,3,19,MEDIUM,96.105,1,31.9,27.1,20,1194,1.331
2025,Bahrain Grand Prix,PIA,McLaren,52,3,20,MEDIUM,95.961,1,31.9,27.1,18.2,1195,1.187
2025,Bahrain Grand Prix,PIA,McLaren,53,3,21,MEDIUM,96.333,1,31.9,27.1,16.4,1196,1.559
2025,Bahrain Grand Prix,PIA,McLaren,54,3,22,MEDIUM,96.229,1,31.9,27.1,14.6,1197,1.455
2025,Bahrain Grand Prix,PIA,McLaren,55,3,23,MEDIUM,96.259,1,31.9,27.1,12.8,1198,1.485
2025,Bahrain Grand Prix,PIA,McLaren,56,3,24,MEDIUM,96.243,1,31.9,27.1,11,1199,1.46899999999999
2025,Bahrain Grand Prix,PIA,McLaren,57,3,25,MEDIUM,96.588,1,31.9,27.1,9.2,1200,1.81399999999999
2025,Belgian Grand Prix,PIA,McLaren,14,2,2,MEDIUM,110.884,1,24.1,17,86.6,1201,5.178
2025,Belgian Grand Prix,PIA,McLaren,15,2,3,MEDIUM,109.089,1,24.1,17,84.8,1202,3.383
2025,Belgian Grand Prix,PIA,McLaren,16,2,4,MEDIUM,107.694,1,24.1,17,83,1203,1.988
2025,Belgian Grand Prix,PIA,McLaren,17,2,5,MEDIUM,107.251,1,24.1,17,81.2,1204,1.545
2025,Belgian Grand Prix,PIA,McLaren,18,2,6,MEDIUM,107.032,1,24.1,17,79.4,1205,1.32599999999999
2025,Belgian Grand Prix,PIA,McLaren,19,2,7,MEDIUM,106.762,1,24.1,17,77.6,1206,1.056
2025,Belgian Grand Prix,PIA,McLaren,20,2,8,MEDIUM,106.79,1,24.1,17,75.8,1207,1.084
2025,Belgian Grand Prix,PIA,McLaren,21,2,9,MEDIUM,106.486,1,24.1,17,74,1208,0.780000000000001
2025,Belgian Grand Prix,PIA,McLaren,22,2,10,MEDIUM,106.3,1,24.1,17,72.2,1209,0.593999999999994
2025,Belgian Grand Prix,PIA,McLaren,23,2,11,MEDIUM,106.433,1,24.1,17,70.4,1210,0.727000000000004
2025,Belgian Grand Prix,PIA,McLaren,24,2,12,MEDIUM,106.474,1,24.1,17,68.6,1211,0.768000000000001
2025,Belgian Grand Prix,PIA,McLaren,25,2,13,MEDIUM,106.415,1,24.1,17,66.8,1212,0.709000000000003
2025,Belgian Grand Prix,PIA,McLaren,26,2,14,MEDIUM,106.407,1,24.1,17,65,1213,0.700999999999993
2025,Belgian Grand Prix,PIA,McLaren,27,2,15,MEDIUM,106.243,1,24.1,17,63.2,1214,0.536999999999992
2025,Belgian Grand Prix,PIA,McLaren,28,2,16,MEDIUM,106.462,1,24.1,17,61.4,1215,0.756
2025,Belgian Grand Prix,PIA,McLaren,29,2,17,MEDIUM,106.171,1,24.1,17,59.6,1216,0.465000000000003
2025,Belgian Grand Prix,PIA,McLaren,30,2,18,MEDIUM,106.205,1,24.1,17,57.8,1217,0.498999999999995
2025,Belgian Grand Prix,PIA,McLaren,31,2,19,MEDIUM,106.242,1,24.1,17,56,1218,0.536000000000001
2025,Belgian Grand Prix,PIA,McLaren,32,2,20,MEDIUM,106.358,1,24.1,17,54.2,1219,0.652000000000001
2025,Belgian Grand Prix,PIA,McLaren,33,2,21,MEDIUM,106.663,1,24.1,17,52.4,1220,0.956999999999994
2025,Belgian Grand Prix,PIA,McLaren,34,2,22,MEDIUM,106.358,1,24.1,17,50.6,1221,0.652000000000001
2025,Belgian Grand Prix,PIA,McLaren,35,2,23,MEDIUM,106.444,1,24.1,17,48.8,1222,0.738
2025,Belgian Grand Prix,PIA,McLaren,36,2,24,MEDIUM,106.577,1,24.1,17,47,1223,0.870999999999995
2025,Belgian Grand Prix,PIA,McLaren,37,2,25,MEDIUM,106.483,1,24.1,17,45.2,1224,0.777000000000001
2025,Belgian Grand Prix,PIA,McLaren,38,2,26,MEDIUM,106.347,1,24.1,17,43.4,1225,0.640999999999991
2025,Belgian Grand Prix,PIA,McLaren,39,2,27,MEDIUM,106.498,1,24.1,17,41.6,1226,0.792000000000002
2025,Belgian Grand Prix,PIA,McLaren,40,2,28,MEDIUM,106.326,1,24.1,17,39.8,1227,0.61999999999999
2025,Belgian Grand Prix,PIA,McLaren,41,2,29,MEDIUM,106.144,1,24.1,17,38,1228,0.438000000000002
2025,Belgian Grand Prix,PIA,McLaren,42,2,30,MEDIUM,105.933,1,24.1,17,36.2,1229,0.227000000000004
2025,Belgian Grand Prix,PIA,McLaren,43,2,31,MEDIUM,105.706,1,24.1,17,34.4,1230,0
2025,Belgian Grand Prix,PIA,McLaren,44,2,32,MEDIUM,107.821,1,24.1,17,32.6,1231,2.11499999999999
2025,British Grand Prix,PIA,McLaren,45,3,2,MEDIUM,94.87,2,23.6,17.9,30.8,1232,6.122
2025,British Grand Prix,PIA,McLaren,46,3,3,MEDIUM,91.673,2,23.6,17.9,29,1233,2.925
2025,British Grand Prix,PIA,McLaren,47,3,4,MEDIUM,90.609,2,23.6,17.9,27.2,1234,1.86099999999999
2025,British Grand Prix,PIA,McLaren,48,3,5,MEDIUM,90.817,2,23.6,17.9,25.4,1235,2.06899999999999
2025,British Grand Prix,PIA,McLaren,49,3,6,MEDIUM,90.209,2,23.6,17.9,23.6,1236,1.461
2025,British Grand Prix,PIA,McLaren,50,3,7,MEDIUM,89.686,2,23.6,17.9,21.8,1237,0.938000000000002
2025,British Grand Prix,PIA,McLaren,51,3,8,MEDIUM,89.337,2,23.6,17.9,20,1238,0.588999999999999
2025,British Grand Prix,PIA,McLaren,52,3,9,MEDIUM,92.34,2,23.6,17.9,18.2,1239,3.592
2025,Canadian Grand Prix,PIA,McLaren,2,1,2,MEDIUM,77.51,4,49.3,24,108.2,1240,3.25500000000001
2025,Canadian Grand Prix,PIA,McLaren,3,1,3,MEDIUM,76.714,4,49.3,24,106.4,1241,2.459
2025,Canadian Grand Prix,PIA,McLaren,4,1,4,MEDIUM,76.537,4,49.3,24,104.6,1242,2.28200000000001
2025,Canadian Grand Prix,PIA,McLaren,5,1,5,MEDIUM,76.397,4,49.3,24,102.8,1243,2.14200000000001
2025,Canadian Grand Prix,PIA,McLaren,6,1,6,MEDIUM,76.209,4,49.3,24,101,1244,1.95400000000001
2025,Canadian Grand Prix,PIA,McLaren,7,1,7,MEDIUM,76.456,4,49.3,24,99.2,1245,2.20100000000001
2025,Canadian Grand Prix,PIA,McLaren,8,1,8,MEDIUM,76.381,4,49.3,24,97.4,1246,2.126
2025,Canadian Grand Prix,PIA,McLaren,9,1,9,MEDIUM,76.714,4,49.3,24,95.6,1247,2.459
2025,Canadian Grand Prix,PIA,McLaren,10,1,10,MEDIUM,76.775,4,49.3,24,93.8,1248,2.52000000000001
2025,Canadian Grand Prix,PIA,McLaren,11,1,11,MEDIUM,76.599,4,49.3,24,92,1249,2.34400000000001
2025,Canadian Grand Prix,PIA,McLaren,12,1,12,MEDIUM,76.937,3,49.3,24,90.2,1250,2.682
2025,Canadian Grand Prix,PIA,McLaren,13,1,13,MEDIUM,76.974,2,49.3,24,88.4,1251,2.71900000000001
2025,Canadian Grand Prix,PIA,McLaren,14,1,14,MEDIUM,77.023,1,49.3,24,86.6,1252,2.768
2025,Canadian Grand Prix,PIA,McLaren,19,2,3,HARD,76.705,6,49.3,24,77.6,1253,2.45
2025,Canadian Grand Prix,PIA,McLaren,20,2,4,HARD,75.886,6,49.3,24,75.8,1254,1.631
2025,Canadian Grand Prix,PIA,McLaren,21,2,5,HARD,75.826,6,49.3,24,74,1255,1.571
2025,Canadian Grand Prix,PIA,McLaren,22,2,6,HARD,76.049,6,49.3,24,72.2,1256,1.79400000000001
2025,Canadian Grand Prix,PIA,McLaren,23,2,7,HARD,75.95,6,49.3,24,70.4,1257,1.69500000000001
2025,Canadian Grand Prix,PIA,McLaren,24,2,8,HARD,75.775,6,49.3,24,68.6,1258,1.52000000000001
2025,Canadian Grand Prix,PIA,McLaren,25,2,9,HARD,75.903,6,49.3,24,66.8,1259,1.64800000000001
2025,Canadian Grand Prix,PIA,McLaren,26,2,10,HARD,75.764,6,49.3,24,65,1260,1.509
2025,Canadian Grand Prix,PIA,McLaren,27,2,11,HARD,75.694,6,49.3,24,63.2,1261,1.43900000000001
2025,Canadian Grand Prix,PIA,McLaren,28,2,12,HARD,75.582,5,49.3,24,61.4,1262,1.327
2025,Canadian Grand Prix,PIA,McLaren,29,2,13,HARD,75.739,4,49.3,24,59.6,1263,1.48400000000001
2025,Canadian Grand Prix,PIA,McLaren,30,2,14,HARD,75.272,4,49.3,24,57.8,1264,1.01700000000001
2025,Canadian Grand Prix,PIA,McLaren,31,2,15,HARD,75.373,4,49.3,24,56,1265,1.11800000000001
2025,Canadian Grand Prix,PIA,McLaren,32,2,16,HARD,75.415,4,49.3,24,54.2,1266,1.16000000000001
2025,Canadian Grand Prix,PIA,McLaren,33,2,17,HARD,75.438,4,49.3,24,52.4,1267,1.18300000000001
2025,Canadian Grand Prix,PIA,McLaren,34,2,18,HARD,75.323,4,49.3,24,50.6,1268,1.068
2025,Canadian Grand Prix,PIA,McLaren,35,2,19,HARD,75.444,4,49.3,24,48.8,1269,1.18900000000001
2025,Canadian Grand Prix,PIA,McLaren,36,2,20,HARD,75.717,4,49.3,24,47,1270,1.462
2025,Canadian Grand Prix,PIA,McLaren,37,2,21,HARD,75.255,3,49.3,24,45.2,1271,1
2025,Canadian Grand Prix,PIA,McLaren,38,2,22,HARD,75.203,2,49.3,24,43.4,1272,0.948000000000008
2025,Canadian Grand Prix,PIA,McLaren,39,2,23,HARD,75.662,2,49.3,24,41.6,1273,1.40700000000001
2025,Canadian Grand Prix,PIA,McLaren,40,2,24,HARD,75.761,2,49.3,24,39.8,1274,1.506
2025,Canadian Grand Prix,PIA,McLaren,41,2,25,HARD,75.417,2,49.3,24,38,1275,1.16200000000001
2025,Canadian Grand Prix,PIA,McLaren,42,2,26,HARD,75.441,1,49.3,24,36.2,1276,1.18600000000001
2025,Canadian Grand Prix,PIA,McLaren,43,2,27,HARD,75.653,1,49.3,24,34.4,1277,1.39800000000001
2025,Canadian Grand Prix,PIA,McLaren,50,3,5,HARD,74.531,5,49.3,24,21.8,1278,0.27600000000001
2025,Canadian Grand Prix,PIA,McLaren,51,3,6,HARD,74.719,5,49.3,24,20,1279,0.463999999999999
2025,Canadian Grand Prix,PIA,McLaren,52,3,7,HARD,74.584,5,49.3,24,18.2,1280,0.329000000000008
2025,Canadian Grand Prix,PIA,McLaren,53,3,8,HARD,74.643,4,49.3,24,16.4,1281,0.388000000000005
2025,Canadian Grand Prix,PIA,McLaren,54,3,9,HARD,74.989,4,49.3,24,14.6,1282,0.734000000000009
2025,Canadian Grand Prix,PIA,McLaren,55,3,10,HARD,74.497,4,49.3,24,12.8,1283,0.242000000000004
2025,Canadian Grand Prix,PIA,McLaren,56,3,11,HARD,75.526,4,49.3,24,11,1284,1.271
2025,Canadian Grand Prix,PIA,McLaren,57,3,12,HARD,74.366,4,49.3,24,9.2,1285,0.111000000000004
2025,Canadian Grand Prix,PIA,McLaren,58,3,13,HARD,75.324,4,49.3,24,7.4,1286,1.069
2025,Canadian Grand Prix,PIA,McLaren,59,3,14,HARD,75.104,4,49.3,24,5.6,1287,0.849000000000004
2025,Canadian Grand Prix,PIA,McLaren,60,3,15,HARD,74.498,4,49.3,24,3.8,1288,0.243000000000009
2025,Canadian Grand Prix,PIA,McLaren,61,3,16,HARD,74.368,4,49.3,24,2,1289,0.113
2025,Canadian Grand Prix,PIA,McLaren,62,3,17,HARD,74.268,4,49.3,24,0.2,1290,0.0130000000000052
2025,Canadian Grand Prix,PIA,McLaren,63,3,18,HARD,74.363,4,49.3,24,0,1291,0.108000000000004
2025,Canadian Grand Prix,PIA,McLaren,64,3,19,HARD,74.255,4,49.3,24,0,1292,0
2025,Canadian Grand Prix,PIA,McLaren,65,3,20,HARD,74.409,4,49.3,24,0,1293,0.154000000000011
2025,Canadian Grand Prix,PIA,McLaren,66,3,21,HARD,75.441,4,49.3,24,0,1294,1.18600000000001
2025,Chinese Grand Prix,PIA,McLaren,2,1,2,MEDIUM,97.551,1,35.8,27.2,108.2,1295,2.03100000000001
2025,Chinese Grand Prix,PIA,McLaren,4,1,4,MEDIUM,97.804,1,35.8,27.2,104.6,1296,2.28400000000001
2025,Chinese Grand Prix,PIA,McLaren,5,1,5,MEDIUM,98.082,1,35.8,27.2,102.8,1297,2.562
2025,Chinese Grand Prix,PIA,McLaren,7,1,7,MEDIUM,97.898,1,35.8,27.2,99.2,1298,2.378
2025,Chinese Grand Prix,PIA,McLaren,8,1,8,MEDIUM,98.193,1,35.8,27.2,97.4,1299,2.673
2025,Chinese Grand Prix,PIA,McLaren,9,1,9,MEDIUM,98.199,1,35.8,27.2,95.6,1300,2.679
2025,Chinese Grand Prix,PIA,McLaren,10,1,10,MEDIUM,97.994,1,35.8,27.2,93.8,1301,2.474
2025,Chinese Grand Prix,PIA,McLaren,11,1,11,MEDIUM,98.124,1,35.8,27.2,92,1302,2.604
2025,Chinese Grand Prix,PIA,McLaren,12,1,12,MEDIUM,98.113,1,35.8,27.2,90.2,1303,2.593
2025,Chinese Grand Prix,PIA,McLaren,17,2,3,HARD,96.891,1,35.8,27.2,81.2,1304,1.37100000000001
2025,Chinese Grand Prix,PIA,McLaren,18,2,4,HARD,97.171,1,35.8,27.2,79.4,1305,1.65100000000001
2025,Chinese Grand Prix,PIA,McLaren,19,2,5,HARD,97.211,1,35.8,27.2,77.6,1306,1.691
2025,Chinese Grand Prix,PIA,McLaren,20,2,6,HARD,97.408,1,35.8,27.2,75.8,1307,1.88800000000001
2025,Chinese Grand Prix,PIA,McLaren,21,2,7,HARD,97.985,1,35.8,27.2,74,1308,2.465
2025,Chinese Grand Prix,PIA,McLaren,22,2,8,HARD,97.738,1,35.8,27.2,72.2,1309,2.218
2025,Chinese Grand Prix,PIA,McLaren,23,2,9,HARD,97.232,1,35.8,27.2,70.4,1310,1.712
2025,Chinese Grand Prix,PIA,McLaren,24,2,10,HARD,96.97,1,35.8,27.2,68.6,1311,1.45
2025,Chinese Grand Prix,PIA,McLaren,25,2,11,HARD,97.185,1,35.8,27.2,66.8,1312,1.66500000000001
2025,Chinese Grand Prix,PIA,McLaren,26,2,12,HARD,97.186,1,35.8,27.2,65,1313,1.66600000000001
2025,Chinese Grand Prix,PIA,McLaren,27,2,13,HARD,97.112,1,35.8,27.2,63.2,1314,1.592
2025,Chinese Grand Prix,PIA,McLaren,28,2,14,HARD,97.001,1,35.8,27.2,61.4,1315,1.48100000000001
2025,Chinese Grand Prix,PIA,McLaren,29,2,15,HARD,96.533,1,35.8,27.2,59.6,1316,1.01300000000001
2025,Chinese Grand Prix,PIA,McLaren,30,2,16,HARD,96.81,1,35.8,27.2,57.8,1317,1.29000000000001
2025,Chinese Grand Prix,PIA,McLaren,31,2,17,HARD,96.662,1,35.8,27.2,56,1318,1.14200000000001
2025,Chinese Grand Prix,PIA,McLaren,32,2,18,HARD,96.698,1,35.8,27.2,54.2,1319,1.178
2025,Chinese Grand Prix,PIA,McLaren,33,2,19,HARD,96.449,1,35.8,27.2,52.4,1320,0.929000000000002
2025,Chinese Grand Prix,PIA,McLaren,34,2,20,HARD,96.804,1,35.8,27.2,50.6,1321,1.28400000000001
2025,Chinese Grand Prix,PIA,McLaren,35,2,21,HARD,96.64,1,35.8,27.2,48.8,1322,1.12
2025,Chinese Grand Prix,PIA,McLaren,36,2,22,HARD,96.795,1,35.8,27.2,47,1323,1.27500000000001
2025,Chinese Grand Prix,PIA,McLaren,37,2,23,HARD,96.69,1,35.8,27.2,45.2,1324,1.17
2025,Chinese Grand Prix,PIA,McLaren,38,2,24,HARD,96.527,1,35.8,27.2,43.4,1325,1.00700000000001
2025,Chinese Grand Prix,PIA,McLaren,39,2,25,HARD,96.2,1,35.8,27.2,41.6,1326,0.680000000000007
2025,Chinese Grand Prix,PIA,McLaren,40,2,26,HARD,96.009,1,35.8,27.2,39.8,1327,0.489000000000004
2025,Chinese Grand Prix,PIA,McLaren,41,2,27,HARD,96.028,1,35.8,27.2,38,1328,0.50800000000001
2025,Chinese Grand Prix,PIA,McLaren,42,2,28,HARD,96.319,1,35.8,27.2,36.2,1329,0.799000000000007
2025,Chinese Grand Prix,PIA,McLaren,43,2,29,HARD,96.366,1,35.8,27.2,34.4,1330,0.846000000000004
2025,Chinese Grand Prix,PIA,McLaren,44,2,30,HARD,96.533,1,35.8,27.2,32.6,1331,1.01300000000001
2025,Chinese Grand Prix,PIA,McLaren,45,2,31,HARD,96.674,1,35.8,27.2,30.8,1332,1.15400000000001
2025,Chinese Grand Prix,PIA,McLaren,46,2,32,HARD,96.46,1,35.8,27.2,29,1333,0.939999999999998
2025,Chinese Grand Prix,PIA,McLaren,47,2,33,HARD,96.139,1,35.8,27.2,27.2,1334,0.619
2025,Chinese Grand Prix,PIA,McLaren,48,2,34,HARD,96.002,1,35.8,27.2,25.4,1335,0.481999999999999
2025,Chinese Grand Prix,PIA,McLaren,49,2,35,HARD,95.968,1,35.8,27.2,23.6,1336,0.448000000000008
2025,Chinese Grand Prix,PIA,McLaren,50,2,36,HARD,95.624,1,35.8,27.2,21.8,1337,0.103999999999999
2025,Chinese Grand Prix,PIA,McLaren,51,2,37,HARD,96.107,1,35.8,27.2,20,1338,0.587000000000003
2025,Chinese Grand Prix,PIA,McLaren,52,2,38,HARD,95.78,1,35.8,27.2,18.2,1339,0.260000000000005
2025,Chinese Grand Prix,PIA,McLaren,53,2,39,HARD,95.52,1,35.8,27.2,16.4,1340,0
2025,Chinese Grand Prix,PIA,McLaren,54,2,40,HARD,95.641,1,35.8,27.2,14.6,1341,0.121000000000009
2025,Chinese Grand Prix,PIA,McLaren,55,2,41,HARD,95.976,1,35.8,27.2,12.8,1342,0.456000000000003
2025,Chinese Grand Prix,PIA,McLaren,56,2,42,HARD,96.934,1,35.8,27.2,11,1343,1.414
2025,Emilia Romagna Grand Prix,PIA,McLaren,2,1,2,MEDIUM,81.601,2,42.7,24,108.2,1344,2.70699999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,3,1,3,MEDIUM,81.345,2,42.7,24,106.4,1345,2.45099999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,4,1,4,MEDIUM,81.29,2,42.7,24,104.6,1346,2.396
2025,Emilia Romagna Grand Prix,PIA,McLaren,5,1,5,MEDIUM,81.096,2,42.7,24,102.8,1347,2.202
2025,Emilia Romagna Grand Prix,PIA,McLaren,6,1,6,MEDIUM,81.316,2,42.7,24,101,1348,2.422
2025,Emilia Romagna Grand Prix,PIA,McLaren,7,1,7,MEDIUM,81.407,2,42.7,24,99.2,1349,2.51299999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,8,1,8,MEDIUM,81.178,2,42.7,24,97.4,1350,2.28399999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,9,1,9,MEDIUM,81.168,2,42.7,24,95.6,1351,2.274
2025,Emilia Romagna Grand Prix,PIA,McLaren,10,1,10,MEDIUM,81.742,2,42.7,24,93.8,1352,2.848
2025,Emilia Romagna Grand Prix,PIA,McLaren,11,1,11,MEDIUM,81.741,2,42.7,24,92,1353,2.84699999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,16,2,3,HARD,80.885,11,42.7,24,83,1354,1.991
2025,Emilia Romagna Grand Prix,PIA,McLaren,17,2,4,HARD,81.908,11,42.7,24,81.2,1355,3.014
2025,Emilia Romagna Grand Prix,PIA,McLaren,18,2,5,HARD,82.16,10,42.7,24,79.4,1356,3.26599999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,19,2,6,HARD,81.572,9,42.7,24,77.6,1357,2.678
2025,Emilia Romagna Grand Prix,PIA,McLaren,20,2,7,HARD,81.553,8,42.7,24,75.8,1358,2.65899999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,21,2,8,HARD,81.403,8,42.7,24,74,1359,2.509
2025,Emilia Romagna Grand Prix,PIA,McLaren,22,2,9,HARD,80.939,7,42.7,24,72.2,1360,2.04499999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,23,2,10,HARD,80.74,7,42.7,24,70.4,1361,1.84599999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,24,2,11,HARD,80.698,7,42.7,24,68.6,1362,1.80399999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,25,2,12,HARD,81.516,7,42.7,24,66.8,1363,2.622
2025,Emilia Romagna Grand Prix,PIA,McLaren,26,2,13,HARD,81.605,6,42.7,24,65,1364,2.711
2025,Emilia Romagna Grand Prix,PIA,McLaren,27,2,14,HARD,80.942,5,42.7,24,63.2,1365,2.04799999999999
2025,Emilia Romagna Grand Prix,PIA,McLaren,33,3,3,HARD,79.769,4,42.7,24,52.4,1366,0.875
2025,Emilia Romagna Grand Prix,PIA,McLaren,34,3,4,HARD,79.774,4,42.7,24,50.6,1367,0.879999999999995
